STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE,RANK
Nikola Jokic,Denver,Nuggets,DeAndre Jordan,21.95703823953823,2.958333333333333,0.8674242424242424,4.477272727272727,13.65400793650793,12,False,1
Nikola Jokic,Denver,Nuggets,Dario Saric,19.963049450549445,3.7142857142857144,1.9880952380952381,2.9404761904761907,11.320192307692302,12,False,2
Nikola Jokic,Denver,Nuggets,Spencer Jones,19.20734335839599,2.238095238095238,0.26190476190476186,1.0952380952380951,15.612105263157892,6,False,3
Nikola Jokic,Denver,Nuggets,Julian Strawther,11.780630399839264,4.4159132007233275,0.9367088607594938,1.1898734177215189,5.2381349206349235,7,False,4
Nikola Jokic,Denver,Nuggets,Peyton Watson,11.64041161616162,5.364848484848485,-0.2642424242424243,0.9333333333333331,5.6064722222222265,11,False,5
Nikola Vucevic,Chicago,Bulls,Zach Collins,29.46316017316018,8.36904761904762,1.5595238095238095,6.416666666666667,13.117922077922081,7,False,1
Nikola Vucevic,Chicago,Bulls,Josh Giddey,18.034014084507042,6.408450704225352,3.185446009389672,1.908450704225352,6.531666666666666,6,False,2
Nikola Vucevic,Chicago,Bulls,Matas Buzelis,17.250290542790545,4.096153846153847,1.9038461538461537,1.8301282051282053,9.42016233766234,8,False,3
Nikola Vucevic,Chicago,Bulls,Jalen Smith,13.602289307369032,1.8923679060665357,0.7221135029354208,3.663405088062622,7.324402810304454,7,False,4
Nikola Vucevic,Chicago,Bulls,Jevon Carter,13.070090090090094,-0.16396103896103886,0.4074675324675325,0.006493506493506496,12.820090090090094,8,False,5
Norman Powell,Los Angeles,Clippers,Kevin Porter Jr.,13.491450216450211,4.305194805194805,0.5259740259740262,2.0519480519480524,6.608333333333327,7,False,1
Norman Powell,Los Angeles,Clippers,Bogdan Bogdanovic,12.409999999999995,4.866220735785953,0.5919732441471575,0.7993311036789295,6.1524749163879555,13,False,2
Norman Powell,Los Angeles,Clippers,MarJon Beauchamp,11.436666666666667,0.8,-0.1333333333333333,0.6,10.17,5,False,3
Norman Powell,Los Angeles,Clippers,Ben Simmons,11.02746955624355,2.3157894736842106,2.0438596491228074,0.7105263157894739,5.957294117647059,6,False,4
Norman Powell,Los Angeles,Clippers,Kawhi Leonard,7.486474028207769,2.125730994152047,0.4707602339181287,0.5584795321637426,4.331503267973851,9,False,5
OG Anunoby,New York,Knicks,Precious Achiuwa,30.499012658227855,7.827848101265823,1.129113924050633,3.924050632911392,17.618000000000006,5,False,1
OG Anunoby,New York,Knicks,Cameron Payne,10.318755566551218,5.044680851063831,1.302127659574468,-0.04468085106382991,4.016627906976748,5,False,2
OG Anunoby,New York,Knicks,Miles McBride,9.325195652173914,1.784782608695652,1.2369565217391303,-0.31304347826086953,6.616500000000002,5,False,3
OG Anunoby,New York,Knicks,Tyler Kolek,6.681515414676508,-0.2755102040816326,-0.0775510204081632,0.22244897959183674,6.812127659574467,5,False,4
OG Anunoby,New York,Knicks,Landry Shamet,6.628970856102006,4.480555555555556,0.07222222222222219,-0.41388888888888886,2.4900819672131167,5,False,5
P.J. Washington,Dallas,Mavericks,Luka Doncic,13.088958333333338,4.800000000000001,2.0166666666666657,1.466666666666666,4.805625000000006,6,False,1
P.J. Washington,Dallas,Mavericks,Dwight Powell,6.712903947903946,0.90989010989011,0.34285714285714275,1.3692307692307693,4.090925925925925,7,False,2
P.J. Washington,Dallas,Mavericks,Daniel Gafford,6.443148148148147,1.7621527777777786,0.3993055555555556,0.8663194444444446,3.4153703703703684,9,False,3
P.J. Washington,Dallas,Mavericks,Klay Thompson,5.106586924532266,2.3126760563380273,-0.14366197183098595,0.7591549295774649,2.1784179104477595,10,False,4
P.J. Washington,Dallas,Mavericks,Naji Marshall,3.3648851727982145,2.8304347826086946,0.08840579710144914,-0.45072463768115956,0.8967692307692303,10,False,5
Paolo Banchero,Orlando,Magic,ga Bitadze,24.65795156534287,6.066425120772946,1.434782608695652,4.0978260869565215,13.058917748917752,36,False,1
Paolo Banchero,Orlando,Magic,Tristan da Silva,19.5392216371703,5.266771488469601,1.029874213836478,2.2410901467505244,11.001485788113696,36,False,2
Paolo Banchero,Orlando,Magic,Jalen Suggs,16.51673371647509,8.145833333333334,1.4708333333333332,1.2374999999999998,5.662567049808423,30,False,3
Paolo Banchero,Orlando,Magic,Moritz Wagner,14.48325,6.54,0.72,2.14,5.08325,25,False,4
Paolo Banchero,Orlando,Magic,Trevelin Queen,12.841280566280563,4.001801801801801,1.100900900900901,0.5207207207207206,7.217857142857142,15,False,5
Paul George,Philadelphia,76ers,Chuma Okeke,38.5,8.799999999999999,2.1999999999999997,7.0,20.5,5,False,1
Paul George,Philadelphia,76ers,Lonnie Walker IV,22.523333333333337,9.482142857142858,1.8928571428571428,0.8571428571428572,10.29119047619048,16,False,2
Paul George,Philadelphia,76ers,Jared Butler,20.334295454545455,6.327272727272727,2.813636363636364,0.9136363636363634,10.27975,20,False,3
Paul George,Philadelphia,76ers,Adem Bona,15.925035573122528,4.653416149068324,0.32546583850931676,2.7863354037267083,8.15981818181818,35,False,4
Paul George,Philadelphia,76ers,Ricky Council IV,14.030528743028746,3.9178378378378387,0.6005405405405406,1.8897297297297297,7.622420634920637,37,False,5
Quentin Grimes,Philadelphia,76ers,Tyrese Maxey,21.29506684412895,16.256802721088434,3.2993197278911564,1.8120748299319727,-0.0731304347826125,49,False,1
Quentin Grimes,Philadelphia,76ers,Jared McCain,19.214285714285715,14.321428571428571,2.3214285714285716,2.5714285714285716,,28,False,2
Quentin Grimes,Philadelphia,76ers,Kyle Lowry,8.456471744471743,2.063063063063063,0.7072072072072071,0.6711711711711712,5.0150303030303025,37,False,3
Quentin Grimes,Philadelphia,76ers,Kelly Oubre Jr.,7.218825113858168,5.1431359791802205,1.0650618087182824,3.1340273259596616,-2.1233999999999966,53,False,4
Quentin Grimes,Philadelphia,76ers,Eric Gordon,7.074411764705882,4.299019607843137,-0.8627450980392157,-0.6568627450980392,4.295,51,False,5
RJ Barrett,Toronto,Raptors,Ja'Kobe Walter,9.0384940872136,4.390151515151515,0.10037878787878785,0.01893939393939359,4.5290243902439045,11,False,1
RJ Barrett,Toronto,Raptors,D.J. Carton,7.6310714285714285,1.2285714285714284,0.8857142857142858,2.1142857142857143,3.4025,5,False,2
RJ Barrett,Toronto,Raptors,Bruno Fernando,7.375492063492064,1.8666666666666665,-0.15555555555555556,2.2333333333333334,3.43104761904762,9,False,3
RJ Barrett,Toronto,Raptors,Immanuel Quickley,5.138777056277053,1.2532467532467528,3.7770562770562774,0.7380952380952381,-0.629621212121215,14,False,4
RJ Barrett,Toronto,Raptors,Jamal Shead,4.998166666666669,2.84375,1.1124999999999998,-0.15625,1.198166666666669,20,False,5
Rudy Gobert,Minnesota,Timberwolves,Terrence Shannon Jr.,22.640915915915915,8.186486486486485,0.8540540540540541,2.5864864864864865,11.01388888888889,10,False,1
Rudy Gobert,Minnesota,Timberwolves,Naz Reid,21.901878787878793,5.300000000000001,1.422222222222222,4.51111111111111,10.668545454545459,10,False,2
Rudy Gobert,Minnesota,Timberwolves,Jaden McDaniels,18.46113807931199,7.756521739130436,1.5499999999999998,2.573913043478261,6.580703296703295,10,False,3
Rudy Gobert,Minnesota,Timberwolves,Nickeil Alexander-Walker,12.936615862398467,4.358695652173912,0.0021739130434781373,0.37608695652173907,8.199659340659338,10,False,4
Rudy Gobert,Minnesota,Timberwolves,Jaylen Clark,8.192913978494621,1.6967741935483867,0.46129032258064523,0.06451612903225812,5.970333333333331,10,False,5
Rui Hachimura,Los Angeles,Lakers,Markieff Morris,21.183929765886283,1.819397993311037,0.8260869565217391,1.0334448160535117,17.504999999999995,13,False,1
Rui Hachimura,Los Angeles,Lakers,Jordan Goodwin,19.929313186813182,4.621794871794871,1.4294871794871797,2.564102564102564,11.31392857142857,12,False,2
Rui Hachimura,Los Angeles,Lakers,Dalton Knecht,18.259545347744357,7.924060150375939,0.22857142857142854,1.3030075187969925,8.803906249999997,19,False,3
Rui Hachimura,Los Angeles,Lakers,Bronny James,14.564086591352693,1.4888507718696398,0.7547169811320755,0.4596912521440824,11.860827586206895,11,False,4
Rui Hachimura,Los Angeles,Lakers,Jaxson Hayes,12.802920852732164,3.2380952380952372,0.3214285714285714,1.7619047619047619,7.481492281303595,12,False,5
Scottie Barnes,Toronto,Raptors,Gradey Dick,13.924102330293822,7.458966565349545,1.2887537993920974,0.19604863221884505,4.980333333333334,14,False,1
Scottie Barnes,Toronto,Raptors,Ochai Agbaji,12.089294346978557,4.059649122807016,0.8315789473684212,0.3894736842105262,6.808592592592593,15,False,2
Scottie Barnes,Toronto,Raptors,Davion Mitchell,11.10636263736264,3.3278388278388276,2.133699633699634,1.1758241758241759,4.469000000000001,14,False,3
Scottie Barnes,Toronto,Raptors,Jakob Poeltl,11.055292806484292,5.024999999999999,0.2738095238095237,2.76547619047619,2.991007092198579,15,False,4
Scottie Barnes,Toronto,Raptors,RJ Barrett,9.740967365967357,4.757692307692306,2.4269230769230763,1.1692307692307695,1.3871212121212046,15,False,5
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Dillon Jones,35.15481116584565,7.959770114942529,1.632183908045977,4.333333333333334,21.22952380952381,6,False,1
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Kenrich Williams,32.180234031132585,9.776086956521738,1.6,4.147826086956522,16.656320987654325,5,False,2
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Jaylin Williams,29.93064218455744,7.491666666666665,5.3694444444444445,5.541666666666666,11.52786440677966,5,False,3
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Aaron Wiggins,29.671065292096223,14.473333333333333,2.6,1.67,10.927731958762891,6,False,4
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Branden Carlson,28.810190476190478,9.066666666666666,1.0222222222222221,3.4444444444444446,15.276857142857143,5,False,5
Stephen Curry,Golden State,Warriors,Lindy Waters III,15.525106177606183,2.291666666666667,1.375,1.0208333333333333,10.837606177606183,8,False,1
Stephen Curry,Golden State,Warriors,Jonathan Kuminga,14.429372486854321,9.047131147540984,0.7028688524590163,1.028688524590164,3.650683962264157,8,False,2
Stephen Curry,Golden State,Warriors,Brandin Podziemski,14.292424593128393,2.640144665461122,1.8987341772151898,1.7956600361663657,7.957885714285716,7,False,3
Stephen Curry,Golden State,Warriors,Kyle Anderson,10.658375512995896,3.552325581395349,1.0290697674418605,1.369186046511628,4.707794117647058,8,False,4
Stephen Curry,Golden State,Warriors,Buddy Hield,9.488526570048307,4.596618357487923,0.2693236714975844,0.7801932367149758,3.8423913043478244,9,False,5
Tobias Harris,Detroit,Pistons,Ausar Thompson,14.427358757062152,4.223958333333334,1.4583333333333335,2.255208333333333,6.4898587570621515,6,False,1
Tobias Harris,Detroit,Pistons,Marcus Sasser,8.611766334440755,4.058139534883721,0.430232558139535,0.5531561461794021,3.5702380952380963,7,False,2
Tobias Harris,Detroit,Pistons,Tim Hardaway Jr.,7.055185185185195,2.404761904761905,0.4285714285714286,0.5833333333333335,3.638518518518527,7,False,3
Tobias Harris,Detroit,Pistons,Ronald Holland II,3.5585991140642306,1.1079734219269106,0.11960132890365438,0.12126245847176076,2.209761904761905,7,False,4
Tobias Harris,Detroit,Pistons,Isaiah Stewart,3.1757738095238084,1.4142857142857146,0.09642857142857131,0.06964285714285712,1.5954166666666652,7,False,5
Trae Young,Atlanta,Hawks,Keaton Wallace,38.84907407407408,10.344444444444445,5.977777777777778,3.5222222222222226,19.004629629629633,6,False,1
Trae Young,Atlanta,Hawks,Vit Krejci,12.682191632928475,-0.07435897435897498,2.256410256410256,0.9666666666666663,9.533473684210527,6,False,2
Trae Young,Atlanta,Hawks,David Roddy,9.41075039246468,1.6040816326530614,0.5673469387755101,3.612244897959184,3.627076923076924,5,False,3
Trae Young,Atlanta,Hawks,Garrison Mathews,9.161024130190794,2.1234567901234565,1.3580246913580247,0.345679012345679,5.333863636363635,6,False,4
Trae Young,Atlanta,Hawks,Dominick Barlow,6.24313725490196,0.5357142857142856,0.029761904761904767,-0.14880952380952395,5.826470588235294,6,False,5
Trey Murphy III,New Orleans,Pelicans,Keion Brooks Jr.,35.504747474747475,9.972222222222221,0.8055555555555556,3.4166666666666665,21.31030303030303,12,False,1
Trey Murphy III,New Orleans,Pelicans,Jordan Hawkins,12.707332421340634,4.990588235294117,0.37411764705882355,1.6858823529411766,5.656744186046517,17,False,2
Trey Murphy III,New Orleans,Pelicans,Antonio Reeves,12.219618867037067,4.206521739130435,0.15217391304347827,0.5960144927536232,7.264908722109531,23,False,3
Trey Murphy III,New Orleans,Pelicans,Lester Quinones,10.444444444444445,6.666666666666667,2.2222222222222223,1.5555555555555556,,9,False,4
Trey Murphy III,New Orleans,Pelicans,Brandon Ingram,10.086777777777787,6.966666666666667,0.4333333333333327,2.4166666666666665,0.2701111111111203,10,False,5
Tyrese Haliburton,Indiana,Pacers,Johnny Furphy,30.19221178050008,2.9485148514851485,0.8514851485148515,2.8059405940594058,23.586271186440676,5,False,1
Tyrese Haliburton,Indiana,Pacers,Tony Bradley,11.50540280857354,3.258536585365853,0.22926829268292684,2.053658536585366,5.963939393939395,5,False,2
Tyrese Haliburton,Indiana,Pacers,Quenton Jackson,10.205510204081635,2.2326530612244895,0.9795918367346939,1.5632653061224488,5.430000000000003,5,False,3
Tyrese Haliburton,Indiana,Pacers,Aaron Nesmith,7.7112269203664505,3.883720930232558,0.5162790697674418,0.804651162790698,2.506575757575753,5,False,4
Tyrese Haliburton,Indiana,Pacers,James Johnson,0.1950904977375567,-0.14423076923076922,-0.057692307692307696,0.1423076923076923,0.25470588235294134,5,False,5
Tyrese Maxey,Philadelphia,76ers,Jared McCain,26.4532298136646,14.297101449275363,2.217391304347826,-0.18840579710144922,10.12714285714286,6,False,1
Tyrese Maxey,Philadelphia,76ers,Lonnie Walker IV,24.44916666666667,9.216666666666667,2.033333333333333,1.7416666666666667,11.457500000000003,8,False,2
Tyrese Maxey,Philadelphia,76ers,Marcus Bagley,18.25,6.166666666666666,0.41666666666666674,3.75,7.916666666666668,6,False,3
Tyrese Maxey,Philadelphia,76ers,Adem Bona,11.739908249958999,4.593816631130064,0.17164179104477612,2.2238805970149254,4.7505692307692335,14,False,4
Tyrese Maxey,Philadelphia,76ers,Caleb Martin,10.681945812807886,4.419047619047619,0.45238095238095233,1.1,4.710517241379314,6,False,5
Victor Wembanyama,San Antonio,Spurs,Zach Collins,17.71111607142857,7.496428571428571,-0.039285714285714146,1.9500000000000002,8.303973214285714,7,False,1
Victor Wembanyama,San Antonio,Spurs,Sandro Mamukelashvili,14.182544642857144,5.151428571428571,0.8028571428571427,2.2485714285714287,5.979687500000001,35,False,2
Victor Wembanyama,San Antonio,Spurs,Bismack Biyombo,13.759999999999998,4.777777777777778,-0.03703703703703709,2.925925925925926,6.093333333333332,27,False,3
Victor Wembanyama,San Antonio,Spurs,Charles Bassey,10.823296536796539,0.9409090909090909,0.4848484848484848,1.1681818181818184,8.229357142857145,15,False,4
Victor Wembanyama,San Antonio,Spurs,Stephon Castle,9.702489795918364,3.208163265306121,1.7591836734693875,1.8571428571428568,2.878,35,False,5
Zach LaVine,Chicago,Bulls,Matas Buzelis,21.424363143631435,6.855284552845528,0.9344173441734418,1.8612466124661249,11.773414634146341,41,False,1
Zach LaVine,Chicago,Bulls,Josh Giddey,12.397424242424236,6.223809523809521,0.9238095238095241,1.0000000000000009,4.249805194805191,35,False,2
Zach LaVine,Sacramento,Kings,Alex Len,9.90988888888889,1.462962962962963,0.6851851851851852,1.7407407407407407,6.021000000000001,54,False,3
Zach LaVine,Sacramento,Kings,Domantas Sabonis,9.62265882352942,4.274509803921568,1.1325490196078425,0.9003921568627451,3.315207843137266,51,False,4
Zach LaVine,Sacramento,Kings,Jae Crowder,8.573056835637482,0.5451612903225806,0.06236559139784946,0.4483870967741935,7.517142857142858,31,False,5
