STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE
Desmond Bane,Memphis,Grizzlies,Zach Edey,3.826659360539957,3.0335820895522385,-0.2114427860696516,0.22885572139303534,0.7756643356643345,12,False
Herbert Jones,New Orleans,Pelicans,Trey Murphy III,3.799581680179402,1.198823529411765,0.5317647058823529,0.8717647058823532,1.1972287390029308,34,False
Evan Mobley,Cleveland,Cavaliers,Isaac Okoro,3.7975448868071844,0.7564402810304456,0.011709601873536313,-0.4660421545667448,3.4954371584699473,7,False
Giannis Antetokounmpo,Milwaukee,Bucks,Gary Trent Jr.,3.791351010101003,2.775252525252526,0.21085858585858586,0.797979797979798,0.007260101010093223,11,False
Austin Reaves,Los Angeles,Lakers,LeBron James,3.7901281563253413,3.148648648648649,1.2207207207207205,-0.6801801801801801,0.1009389671361518,6,False
Donovan Mitchell,Cleveland,Cavaliers,Isaac Okoro,3.781956214689266,0.03201506591337111,-0.40866290018832385,0.743879472693032,3.414724576271187,9,False
Cameron Johnson,Brooklyn,Nets,Ziaire Williams,3.777837148159608,2.47438524590164,-0.13422131147540983,-0.3186475409836067,1.7563207547169846,16,False
Devin Booker,Phoenix,Suns,Mason Plumlee,3.759086336199011,0.06818181818181834,1.7305194805194806,0.5146103896103895,1.4457746478873226,8,False
Devin Vassell,San Antonio,Spurs,Keldon Johnson,3.7494474292449254,0.4920634920634921,-0.38095238095238093,1.2380952380952381,2.400241080038576,18,False
Kawhi Leonard,Los Angeles,Clippers,Trentyn Flowers,3.7478205128205127,0.9711538461538461,0.0,0.5,2.2766666666666664,8,False
Jaylen Brown,Boston,Celtics,Kristaps Porzingis,3.725484851456029,2.2880184331797224,1.0115207373271888,1.4331797235023043,-1.0072340425531863,7,False
Paul George,Philadelphia,76ers,Reggie Jackson,3.7193534711181764,1.317965023847377,0.7996820349761525,0.27503974562798095,1.3266666666666662,17,False
Devin Booker,Phoenix,Suns,Ryan Dunn,3.709579843928437,-0.3378378378378377,0.3952702702702703,0.8445945945945947,2.80755281690141,8,False
Dejounte Murray,New Orleans,Pelicans,Javonte Green,3.6959837728194667,1.340686274509804,0.09313725490196079,-0.03186274509803955,2.2940229885057413,24,False
Paul George,Philadelphia,76ers,Kenyon Martin Jr.,3.6825140056022474,-0.4404761904761907,0.33333333333333337,1.0,2.7896568627451046,12,False
Zach LaVine,Sacramento,Kings,Isaac Jones,3.6788055555555568,0.5422222222222222,0.008888888888888835,0.12444444444444447,3.0032500000000013,45,False
Paul George,Philadelphia,76ers,Lester Quinones,3.6375,0.9583333333333333,0.5,0.16666666666666663,2.0125,8,False
Donovan Mitchell,Cleveland,Cavaliers,Luke Travers,3.6314381270903002,-0.11594202898550732,0.06521739130434784,0.4565217391304348,3.225641025641025,6,False
Joel Embiid,Philadelphia,76ers,Alex Reese,3.575604395604395,-1.1428571428571432,0.2857142857142857,2.2142857142857144,2.218461538461538,14,False
Tobias Harris,Detroit,Pistons,Ronald Holland II,3.5585991140642306,1.1079734219269106,0.11960132890365438,0.12126245847176076,2.209761904761905,7,False
Cam Thomas,Brooklyn,Nets,Dennis Schroder,3.517662337662337,3.7575757575757596,0.9242424242424239,-0.27272727272727293,-0.8914285714285732,6,False
Kevin Durant,Phoenix,Suns,Mason Plumlee,3.5084760378510444,-0.7692307692307687,0.2846153846153845,-0.20769230769230784,4.2007837301587365,20,False
Jalen Johnson,Atlanta,Hawks,Georges Niang,3.4945454545454555,-0.698564593301434,0.2296650717703348,1.2918660287081343,2.6715789473684204,19,False
Brandon Miller,Charlotte,Hornets,Nick Richards,3.491845588235294,0.5999999999999996,0.9941176470588234,0.08235294117647118,1.8153749999999995,10,False
Bilal Coulibaly,Washington,Wizards,JT Thor,3.4890277777777743,1.2222222222222223,0.2222222222222222,0.3333333333333335,1.7112499999999962,9,False
Norman Powell,Los Angeles,Clippers,Drew Eubanks,3.47902212166918,0.3814102564102564,-0.09615384615384615,0.05128205128205132,3.1424836601307184,13,False
Paolo Banchero,Orlando,Magic,Gary Harris,3.4788113500497357,2.2023391812865496,-0.15672514619883038,-0.11111111111111116,1.544308426073128,19,False
Anthony Davis,Los Angeles,Lakers,Rui Hachimura,3.4780267558528486,3.379598662207359,-0.09030100334448155,-0.3043478260869561,0.4930769230769272,26,False
Kyle Kuzma,Milwaukee,Bucks,Tyler Smith,3.453173645320198,1.316502463054187,0.13793103448275862,1.2339901477832513,0.7647500000000012,29,False
Kawhi Leonard,Los Angeles,Clippers,Cam Christie,3.449282051282051,-0.5929487179487178,-0.05448717948717949,0.11538461538461542,3.9813333333333327,13,False
Kawhi Leonard,Los Angeles,Clippers,Kris Dunn,3.438970395899615,1.047720042417816,0.443796394485684,0.45387062566277825,1.493583333333337,46,False
Kyrie Irving,Dallas,Mavericks,Klay Thompson,3.438311454555296,1.9330238726790459,0.5450928381962865,-0.20424403183023854,1.1644387755102024,29,False
Miles Bridges,Charlotte,Hornets,Tidjane Salaun,3.432507692307688,-0.15934065934065966,-0.26923076923076916,0.6565934065934069,3.2044857142857097,14,False
Brandon Ingram,New Orleans,Pelicans,Herbert Jones,3.4039321789321764,-2.101010101010101,0.4747474747474749,-0.7424242424242427,5.772619047619045,22,False
Damian Lillard,Milwaukee,Bucks,Brook Lopez,3.3975571095571153,2.9558629776021093,-0.01449275362318847,0.22002635046113284,0.2361605351170617,23,False
Giannis Antetokounmpo,Milwaukee,Bucks,Stanley Umude,3.397431749241658,-0.6046511627906976,0.0069767441860465185,-0.4883720930232558,4.483478260869565,10,False
Jamal Murray,Denver,Nuggets,Zeke Nnaji,3.3706602990033225,0.9069767441860463,0.14418604651162792,0.11860465116279073,2.2008928571428577,15,False
Malik Monk,Sacramento,Kings,DeMar DeRozan,3.3684575569358146,-0.9420289855072461,1.212215320910973,1.5496894409937885,1.5485817805382993,14,False
P.J. Washington,Dallas,Mavericks,Naji Marshall,3.3648851727982145,2.8304347826086946,0.08840579710144914,-0.45072463768115956,0.8967692307692303,10,False
Jimmy Butler,Golden State,Warriors,Pat Spencer,3.3605177387914225,0.3337320574162681,0.5825358851674642,0.41267942583732065,2.0315703703703694,38,False
Bradley Beal,Phoenix,Suns,Ryan Dunn,3.3592032368502904,1.0013227513227516,-0.08201058201058198,0.5066137566137567,1.933277310924364,28,False
Devin Vassell,San Antonio,Spurs,Tre Jones,3.3570833333333345,-0.18055555555555536,-0.625,0.5972222222222221,3.5654166666666676,9,False
Jamal Murray,Denver,Nuggets,Julian Strawther,3.3514661319073094,1.0327272727272732,1.0909090909090908,1.044848484848485,0.18298128342246045,11,False
Damian Lillard,Milwaukee,Bucks,MarJon Beauchamp,3.3347129455909945,0.4085365853658536,0.4054878048780488,0.5670731707317073,1.953615384615385,8,False
Jalen Johnson,Atlanta,Hawks,Dyson Daniels,3.331786211258695,1.3915243516761553,0.67741935483871,0.5857052498418724,0.6771372549019574,31,False
RJ Barrett,Toronto,Raptors,Kelly Olynyk,3.3078333333333316,1.6416666666666666,-0.7666666666666666,1.1583333333333337,1.274499999999998,5,False
Bradley Beal,Phoenix,Suns,Kevin Durant,3.3007960059723733,2.8497807017543835,0.5471491228070176,-0.30592105263157876,0.20978723404255106,19,False
Lauri Markkanen,Utah,Jazz,Cody Williams,3.296496682883684,0.7681704260651632,0.5075187969924813,0.16416040100250662,1.8566470588235333,21,False
Jalen Johnson,Atlanta,Hawks,David Roddy,3.2937048223094707,-0.27272727272727293,0.281183932346723,1.4904862579281184,1.7947619047619021,11,False
P.J. Washington,Dallas,Mavericks,Olivier-Maxence Prosper,3.264296448087431,0.7049180327868854,-0.17213114754098358,-0.2655737704918033,2.9970833333333324,10,False
Anthony Davis,Los Angeles,Lakers,Bronny James,3.2523142338605124,1.0679802955665023,0.4492610837438424,0.019704433497536977,1.7153684210526308,29,False
Jamal Murray,Denver,Nuggets,Russell Westbrook,3.2320146520146587,-0.04761904761904745,0.875457875457875,0.20879120879120894,2.195384615384622,14,False
Jamal Murray,Denver,Nuggets,PJ Hall,3.202497086247085,0.9813519813519813,0.013986013986013984,0.7575757575757576,1.4495833333333326,11,False
Tobias Harris,Detroit,Pistons,Isaiah Stewart,3.1757738095238084,1.4142857142857146,0.09642857142857131,0.06964285714285712,1.5954166666666652,7,False
Brandon Miller,Charlotte,Hornets,Josh Green,3.1603205128205185,1.4735576923076925,0.5873397435897436,-0.07852564102564097,1.1779487179487234,39,False
Kawhi Leonard,Los Angeles,Clippers,Drew Eubanks,3.11641167434716,-0.010752688172043001,0.13978494623655913,-0.22043010752688175,3.2078095238095257,6,False
Kevin Durant,Phoenix,Suns,Royce O'Neale,3.1146850733390825,1.5547886108714408,-0.16048317515099209,0.008628127696289845,1.711751509922344,19,False
Nikola Vucevic,Chicago,Bulls,Tre Jones,3.112500000000001,3.0,-0.8333333333333339,0.4166666666666665,0.5291666666666686,6,False
RJ Barrett,Toronto,Raptors,Ochai Agbaji,3.0888460242587596,1.7857142857142865,-0.1339285714285714,1.0446428571428572,0.3924174528301876,16,False
Zach LaVine,Sacramento,Kings,Terry Taylor,3.083333333333333,0.0,0.09999999999999998,-0.033333333333333354,3.0166666666666666,6,False
Kyle Kuzma,Milwaukee,Bucks,Bobby Portis,3.0616726527768856,3.950727883538635,0.6629339305711086,1.9339305711086228,-3.485919732441481,47,False
Austin Reaves,Los Angeles,Lakers,Anthony Davis,3.019972899728994,0.9333333333333336,0.8666666666666667,-0.8222222222222229,2.0421951219512167,5,False
Kyrie Irving,Dallas,Mavericks,Dwight Powell,2.9933100918149727,0.09913453973249409,0.29268292682926833,0.3579858379228953,2.2435067873303147,31,False
Zach LaVine,Sacramento,Kings,Doug McDermott,2.9813541666666685,1.11875,-0.013749999999999998,0.28375,1.5926041666666686,50,False
Victor Wembanyama,San Antonio,Spurs,Sidy Cissoko,2.976097222222223,-0.5416666666666667,0.1527777777777778,0.7361111111111112,2.6288750000000007,8,False
Jayson Tatum,Boston,Celtics,Derrick White,2.963460183227632,3.371212121212123,-0.9318181818181817,-1.7765151515151518,2.3005813953488428,6,False
Jaren Jackson Jr.,Memphis,Grizzlies,John Konchar,2.9571424501424475,0.16049382716049387,0.19047619047619047,0.9453262786596119,1.6608461538461512,7,False
Julius Randle,Minnesota,Timberwolves,Mike Conley,2.9560464092140903,0.6219512195121952,0.9365853658536589,-0.5731707317073171,1.9706805555555533,10,False
Jalen Johnson,Atlanta,Hawks,Trae Young,2.927226714585204,2.803908355795148,-0.03099730458221117,-0.8733153638814017,1.027631027253669,28,False
Tobias Harris,Detroit,Pistons,Paul Reed,2.906228571428571,0.3039867109634553,0.4418604651162791,0.3255813953488371,1.8347999999999995,7,False
Joel Embiid,Philadelphia,76ers,Kyle Lowry,2.8562668703845167,2.393939393939394,0.5324675324675328,0.5,-0.5701400560224101,21,False
Giannis Antetokounmpo,Milwaukee,Bucks,MarJon Beauchamp,2.8447077922077915,-0.23181818181818192,0.5727272727272728,0.47272727272727266,2.031071428571428,5,False
Fred VanVleet,Houston,Rockets,Jae'Sean Tate,2.8187254901960785,0.5117647058823529,0.2921568627450981,0.8490196078431371,1.1657843137254904,6,False
Herbert Jones,New Orleans,Pelicans,Zion Williamson,2.790871794871795,-0.11076923076922895,1.5323076923076924,-1.5999999999999996,2.9693333333333314,25,False
Dyson Daniels,Atlanta,Hawks,Clint Capela,2.788653198653197,0.290909090909091,-0.32727272727272716,-1.4909090909090912,4.315925925925924,5,False
Miles Bridges,Charlotte,Hornets,Taj Gibson,2.7610256410256415,0.4145299145299146,0.3,1.1521367521367523,0.8943589743589744,18,False
Darius Garland,Cleveland,Cavaliers,Dean Wade,2.7294117647058878,-0.04411764705882337,0.1941176470588235,0.6823529411764708,1.8970588235294166,5,False
Julius Randle,Minnesota,Timberwolves,Anthony Edwards,2.70945694057976,1.9203268641470892,-0.15321756894790628,1.1889683350357512,-0.24662068965517392,11,False
Devin Vassell,San Antonio,Spurs,Sidy Cissoko,2.7094071484071502,-0.39743589743589747,0.4230769230769231,0.7136752136752136,1.970090909090911,18,False
Desmond Bane,Memphis,Grizzlies,Luke Kennard,2.684306778169015,0.573943661971831,1.642605633802817,0.464788732394366,0.0029687500000008527,8,False
Evan Mobley,Cleveland,Cavaliers,Jarrett Allen,2.67528138528139,2.453463203463203,-0.17748917748917736,0.7846320346320361,-0.3853246753246715,11,False
Kevin Durant,Phoenix,Suns,Devin Booker,2.664284864704127,3.0438596491228047,-0.7728070175438599,-0.1938596491228073,0.5870918822479894,19,False
Devin Booker,Phoenix,Suns,Tyus Jones,2.6430685980685986,1.8397435897435894,-1.2211538461538458,0.4551282051282053,1.5693506493506497,8,False
Luka Doncic,Dallas,Mavericks,Olivier-Maxence Prosper,2.621606424238004,0.44017094017093994,0.29401709401709397,0.10512820512820542,1.7822901849217647,45,False
Jaylen Brown,Boston,Celtics,Drew Peterson,2.607361647361647,0.6906906906906904,-0.018018018018018056,0.4984984984984985,1.4361904761904762,9,False
Nikola Jokic,Denver,Nuggets,Hunter Tyson,2.5826774001192616,1.3468992248062015,0.054263565891472854,0.430232558139535,0.7512820512820522,12,False
Bradley Beal,Phoenix,Suns,Vasilije Micic,2.566666666666666,0.0,-0.06666666666666667,-0.13333333333333333,2.766666666666666,10,False
Jalen Johnson,Atlanta,Hawks,Zaccharie Risacher,2.5572039004280978,1.2182389937106919,0.13899371069182398,0.1603773584905661,1.0395938375350156,30,False
Kevin Durant,Phoenix,Suns,Monte Morris,2.518106284422073,1.0692982456140347,-0.2807017543859649,-0.05263157894736836,1.7821413721413712,20,False
Quentin Grimes,Philadelphia,76ers,Andre Drummond,2.5012256205673795,0.18617021276595747,-0.4957446808510639,0.9234042553191495,1.8873958333333363,47,False
Zach LaVine,Chicago,Bulls,Ayo Dosunmu,2.4997644110275727,0.6157894736842113,0.27894736842105283,-0.1175438596491225,1.722571428571431,15,False
Kawhi Leonard,Los Angeles,Clippers,Kobe Brown,2.481314814814816,-0.1333333333333333,-0.04444444444444445,0.338888888888889,2.3202037037037044,36,False
Davion Mitchell,Miami,Heat,Keshad Johnson,2.469254634254635,-0.395104895104895,0.1083916083916084,0.09557109557109567,2.660396825396826,39,False
Victor Wembanyama,San Antonio,Spurs,Harrison Ingram,2.454000000000001,0.35,0.5,0.0,1.604000000000001,10,False
Dennis Schroder,Brooklyn,Nets,Ziaire Williams,2.439257602862255,0.12923076923076948,-0.04615384615384621,-0.7923076923076922,3.1484883720930235,52,False
P.J. Washington,Dallas,Mavericks,Kyrie Irving,2.4161933036450485,1.9196217494089822,0.3167848699763596,0.7234042553191493,-0.5436175710594426,9,False
LaMelo Ball,Charlotte,Hornets,Josh Okogie,2.397636363636359,1.787878787878788,0.18181818181818188,0.8939393939393938,-0.46600000000000463,11,False
Quentin Grimes,Philadelphia,76ers,Paul George,2.3963494613494607,3.114345114345115,1.0457380457380459,0.937629937629938,-2.701363636363638,37,False
Coby White,Chicago,Bulls,Lonzo Ball,2.392821271929825,3.2280701754385968,-1.0087719298245614,-0.3157894736842106,0.4893125000000005,6,False
Julius Randle,Minnesota,Timberwolves,Tristen Newton,2.3350000000000004,0.0,0.125,0.125,2.0850000000000004,8,False
De'Aaron Fox,San Antonio,Spurs,Charles Bassey,2.3091269841269844,-0.4583333333333335,-0.7321428571428572,1.1190476190476188,2.3805555555555564,56,False
Victor Wembanyama,San Antonio,Spurs,Devin Vassell,2.2911894586894537,0.7738791423001956,-0.0750487329434697,0.7641325536062378,0.82822649572649,27,False
CJ McCollum,New Orleans,Pelicans,Karlo Matkovic,2.2887760584569086,0.8355899419729207,-0.05996131528046422,-1.0174081237911028,2.530555555555555,11,False
Devin Vassell,San Antonio,Spurs,Chris Paul,2.2874740637651763,2.109311740890689,0.0631578947368423,0.47287449392712544,-0.35787006578948066,19,False
LaMelo Ball,Charlotte,Hornets,Cody Martin,2.2645294117647063,0.5588235294117645,0.6176470588235294,1.047058823529412,0.04100000000000037,10,False
Keyonte George,Utah,Jazz,Isaiah Collier,2.244626517273578,0.047058823529412486,-0.4382352941176464,1.4058823529411768,1.229920634920635,10,False
Stephen Curry,Golden State,Warriors,Draymond Green,2.2170401606425747,-0.6006884681583484,-0.6678141135972462,0.11187607573149716,3.373666666666672,7,False
Rui Hachimura,Los Angeles,Lakers,Dorian Finney-Smith,2.197058823529412,-0.76890756302521,-0.38655462184873945,-0.4327731092436973,3.7852941176470587,14,False
Jalen Williams,Oklahoma City,Thunder,Shai Gilgeous-Alexander,2.1905985693246346,1.6768707482993186,1.8571428571428568,-1.1870748299319724,-0.15634020618556832,6,False
Quentin Grimes,Philadelphia,76ers,Guerschon Yabusele,2.1819125214408315,1.7915584415584416,0.15974025974025974,1.4032467532467532,-1.172632933104623,55,False
RJ Barrett,Toronto,Raptors,Ulrich Chomche,2.1750000000000003,0.41666666666666663,-0.2222222222222222,0.2222222222222222,1.7583333333333337,9,False
Nikola Jokic,Denver,Nuggets,PJ Hall,2.155542005420054,0.6747967479674796,0.037940379403794036,-0.0677506775067751,1.5105555555555554,9,False
Davion Mitchell,Miami,Heat,Kevin Love,2.1511434667281755,1.7446949602122017,0.3003978779840849,0.9714854111405836,-0.8654347826086948,52,False
Dennis Schroder,Brooklyn,Nets,Nic Claxton,2.0813034188034143,0.7606837606837598,-0.04700854700854684,-0.566239316239316,1.9338675213675174,52,False
Zach LaVine,Sacramento,Kings,Trey Lyles,2.078775193798454,0.35755813953488413,-0.25,0.5661337209302326,1.4050833333333372,43,False
Rudy Gobert,Minnesota,Timberwolves,Rob Dillingham,2.076562989045381,0.1619718309859155,0.5647887323943663,0.595774647887324,0.7540277777777753,10,False
Kevin Durant,Phoenix,Suns,Damion Lee,2.0503181064375107,1.3940298507462687,0.11567164179104478,0.30597014925373134,0.23464646464646588,20,False
Damian Lillard,Milwaukee,Bucks,Taurean Prince,2.0473254281949913,1.3056653491436094,-0.06785243741765501,-0.3109354413702241,1.1204479578392608,23,False
De'Aaron Fox,Sacramento,Kings,Malik Monk,2.0389125615763515,0.008210180623972718,0.22824302134646945,0.29556650246305427,1.506892857142855,29,False
Nikola Jokic,Denver,Nuggets,Jamal Murray,2.004493810283284,1.0562770562770574,0.5137085137085133,0.6262626262626263,-0.1917543859649129,9,False
RJ Barrett,Toronto,Raptors,Jamison Battle,2.0023430699510927,-0.39112487100103177,0.16305469556243546,0.12693498452012397,2.103478260869565,19,False
Paul George,Philadelphia,76ers,Eric Gordon,1.9989705501075212,1.7012383900928798,-0.20433436532507732,-0.1826625386996904,0.6847290640394093,17,False
Tobias Harris,Detroit,Pistons,Simone Fontecchio,1.9911545988258315,1.0464285714285708,-0.08571428571428574,-0.24642857142857144,1.276868884540118,7,False
LeBron James,Los Angeles,Lakers,Cam Reddish,1.951625914315568,-0.16091954022988508,0.4674329501915709,-0.3007662835249043,1.9458787878787867,9,False
Kyrie Irving,Dallas,Mavericks,Maxi Kleber,1.9450833333333315,-0.2333333333333334,-0.10000000000000009,0.43333333333333357,1.8450833333333314,10,False
Brandon Miller,Charlotte,Hornets,Jusuf Nurkic,1.9209178743961322,3.481481481481481,-0.8518518518518516,0.5925925925925926,-1.3013043478260897,27,False
Tobias Harris,Detroit,Pistons,Malik Beasley,1.920498338870441,-0.6860465116279073,0.22923588039867115,-0.30730897009966807,2.6846179401993453,7,False
Trey Murphy III,New Orleans,Pelicans,Elfrid Payton,1.9151212121212127,-2.97979797979798,1.5555555555555554,0.08080808080808088,3.2585555555555565,11,False
Desmond Bane,Memphis,Grizzlies,Yuki Kawamura,1.9072247360482653,1.2564102564102564,0.39102564102564097,0.6474358974358975,-0.38764705882352946,12,False
Joel Embiid,Philadelphia,76ers,Kelly Oubre Jr.,1.8525375457875504,1.9642857142857135,-0.1785714285714286,-1.531593406593407,1.5984166666666724,56,False
Nikola Vucevic,Chicago,Bulls,Jahmir Young,1.8460714285714293,-0.19999999999999996,0.17142857142857143,0.2571428571428572,1.6175000000000006,5,False
Damian Lillard,Milwaukee,Bucks,Stanley Umude,1.8449035087719285,-0.4052631578947368,0.054385964912280704,-0.08771929824561403,2.2834999999999988,15,False
Joel Embiid,Philadelphia,76ers,Paul George,1.8294500674763836,0.634615384615385,0.4903846153846154,-0.3974358974358978,1.101885964912281,24,False
De'Aaron Fox,San Antonio,Spurs,Harrison Barnes,1.8098092868988374,0.11111111111111072,0.18656716417910446,-0.027363184079602032,1.5394941956882242,67,False
RJ Barrett,Toronto,Raptors,A.J. Lawson,1.7974937343358373,0.3809523809523796,0.8095238095238094,1.047619047619048,-0.44060150375939955,7,False
Kawhi Leonard,Los Angeles,Clippers,Patty Mills,1.7677011494252883,0.8045977011494254,-0.1724137931034483,-0.034482758620689655,1.1700000000000008,6,False
Franz Wagner,Orlando,Magic,Kentavious Caldwell-Pope,1.7540396825396927,1.9848484848484853,0.43939393939393945,-1.090909090909091,0.42070634920635896,22,False
Luka Doncic,Los Angeles,Lakers,Bronny James,1.7479210963455145,0.32336655592469543,-0.15060908084163893,0.2259136212624585,1.3492499999999996,43,False
Domantas Sabonis,Sacramento,Kings,Malik Monk,1.738130686517783,2.805128205128206,-0.1538461538461542,-1.328205128205128,0.4150537634408593,6,False
Norman Powell,Los Angeles,Clippers,Cam Christie,1.7314870689655175,-0.15948275862068972,0.07758620689655171,0.10775862068965514,1.7056250000000004,8,False
Luka Doncic,Dallas,Mavericks,Dwight Powell,1.7287482197436432,-0.3311036789297659,0.22073578595317722,0.2324414715719063,1.6066746411483255,46,False
Coby White,Chicago,Bulls,Matas Buzelis,1.7137604062604077,1.3397435897435894,0.3878205128205128,0.8653846153846154,-0.8791883116883099,8,False
Zach LaVine,Sacramento,Kings,Keegan Murray,1.7042948717948754,-0.397435897435896,-0.024358974358974272,0.5923076923076929,1.5337820512820528,52,False
Lauri Markkanen,Utah,Jazz,Patty Mills,1.6963734030197424,2.1780487804878046,0.8560975609756099,0.6585365853658536,-1.9963095238095256,10,False
Dennis Schroder,Brooklyn,Nets,Jalen Wilson,1.6710474101921438,0.6510025062656641,-0.05012531328320802,-0.09461152882205504,1.1647817460317427,57,False
Jaylen Brown,Boston,Celtics,Al Horford,1.6580181623931636,-0.3675213675213671,0.5683760683760686,1.4615384615384617,-0.004374999999999574,9,False
Jalen Johnson,Atlanta,Hawks,De'Andre Hunter,1.6579057859702944,-1.878787878787879,0.2727272727272727,0.16161616161616132,3.1023502304147392,9,False
Cam Thomas,Brooklyn,Nets,Ben Simmons,1.624348684210526,0.7526315789473683,0.5210526315789474,-0.9342105263157894,1.2848749999999995,19,False
LeBron James,Los Angeles,Lakers,Dorian Finney-Smith,1.6151190476190471,-1.3571428571428568,0.857142857142857,-1.3571428571428572,3.472261904761904,6,False
De'Aaron Fox,Sacramento,Kings,Trey Lyles,1.6109156675472438,0.05547652916073975,0.6429587482219061,0.4879089615931722,0.4245714285714257,37,False
Joel Embiid,Philadelphia,76ers,Quentin Grimes,1.5677705627705585,4.1828571428571415,0.8742857142857146,-2.062857142857143,-1.4265151515151544,25,False
Trey Murphy III,New Orleans,Pelicans,Zion Williamson,1.5647619047619088,-1.9785714285714278,0.11428571428571477,-0.06428571428571406,3.493333333333336,10,False
Norman Powell,Los Angeles,Clippers,Kobe Brown,1.5102460317460307,-0.23809523809523814,-0.10317460317460314,0.4206349206349207,1.4308809523809511,18,False
Keyonte George,Utah,Jazz,Drew Eubanks,1.5044186046511598,-0.029900332225913928,-0.4053156146179402,0.39534883720930214,1.5442857142857118,7,False
Jaylen Brown,Boston,Celtics,JD Davison,1.4585786435786434,1.4666666666666666,0.0636363636363636,-0.045454545454545414,-0.026269841269841443,10,False
Zach LaVine,Sacramento,Kings,Skal Labissiere,1.4550000000000003,-0.19999999999999996,0.2,-0.19999999999999996,1.6550000000000002,5,False
Davion Mitchell,Miami,Heat,Tyler Herro,1.4401713070211501,0.4899521531100497,0.5846889952153118,1.1191387559808614,-0.7536085972850728,55,False
Joel Embiid,Philadelphia,76ers,Justin Edwards,1.409735001840262,-0.3461538461538467,-0.07692307692307687,0.30769230769230793,1.5251196172248775,52,False
De'Aaron Fox,San Antonio,Spurs,Keldon Johnson,1.3783095238095233,-0.8492063492063497,-0.2619047619047621,0.6904761904761907,1.7989444444444445,63,False
Anthony Davis,Dallas,Mavericks,Jaden Hardy,1.3563349195002243,0.21584385763490221,0.3605051664753156,0.4374282433983926,0.3425576519916138,67,False
Rui Hachimura,Los Angeles,Lakers,Austin Reaves,1.3432353616532602,1.6378109452736318,-0.01094527363184028,-0.5303482587064678,0.2467179487179365,15,False
Brandon Miller,Charlotte,Hornets,Taj Gibson,1.3363180678970152,-0.044242424242424416,0.037575757575757596,-0.15636363636363648,1.4993483709273185,50,False
RJ Barrett,Toronto,Raptors,Jared Rhoden,1.3186507936507956,0.5714285714285712,0.6904761904761904,1.1428571428571428,-1.0861111111111086,6,False
Bradley Beal,Phoenix,Suns,Monte Morris,1.2895245726495708,0.5946153846153845,-0.07076923076923092,0.2976923076923077,0.46798611111110944,25,False
Jimmy Butler,Golden State,Warriors,Buddy Hield,1.2111602870813378,1.1407496012759175,0.09330143540669855,0.03389154704944186,-0.0567822966507201,57,False
Anthony Davis,Dallas,Mavericks,Dwight Powell,1.1818300653594775,0.8999999999999999,0.20000000000000007,0.1166666666666667,-0.03483660130718924,60,False
Kevin Durant,Phoenix,Suns,TyTy Washington Jr.,1.1630036630036624,-0.06227106227106227,0.0146520146520146,-0.1575091575091575,1.3681318681318677,13,False
Keyonte George,Utah,Jazz,Brice Sensabaugh,1.1522309116517893,1.21765601217656,0.5053272450532724,-0.36377473363774726,-0.20697761194029596,9,False
Jaren Jackson Jr.,Memphis,Grizzlies,Brandon Clarke,1.1215797317436653,-0.33333333333333304,-0.030303030303030276,1.1363636363636367,0.34885245901639195,6,False
Paul George,Philadelphia,76ers,Quentin Grimes,1.1214102564102522,0.9878542510121449,1.5020242914979751,-1.5668016194331984,0.19833333333333059,19,False
Michael Porter Jr.,Denver,Nuggets,PJ Hall,1.119537480063797,0.43939393939393945,0.09848484848484848,-0.1893939393939394,0.7710526315789483,6,False
Coby White,Chicago,Bulls,Ayo Dosunmu,1.0748548573313643,3.7304964539007095,-0.18794326241134707,0.2056737588652484,-2.6733720930232465,6,False
Zach LaVine,Sacramento,Kings,Devin Carter,1.066343434343434,0.25,0.1527777777777778,0.6527777777777777,0.010787878787878569,18,False
Cam Thomas,Brooklyn,Nets,Reece Beekman,1.0265576923076896,1.0048076923076923,0.42307692307692313,-0.11057692307692313,-0.29075000000000273,32,False
Dejounte Murray,New Orleans,Pelicans,Trey Murphy III,1.0261205640237878,-0.7764976958525338,1.140552995391705,0.46313364055299555,0.198931623931621,28,False
Luka Doncic,Los Angeles,Lakers,Trey Jemison III,1.02261904761905,0.3666666666666667,-0.06666666666666665,0.43333333333333357,0.28928571428571637,10,False
Luka Doncic,Dallas,Mavericks,Daniel Gafford,1.0074361923298074,-2.4459901800327337,0.08019639934533562,0.3469721767594107,3.026257796257795,47,False
Luka Doncic,Dallas,Mavericks,Klay Thompson,0.988449011680147,-0.2707142857142859,0.24,-0.007857142857143007,1.027020440251576,56,False
Tyrese Maxey,Philadelphia,76ers,Quentin Grimes,0.9813636363636382,-1.3333333333333321,-0.45833333333333304,-1.375,4.148030303030303,8,False
Fred VanVleet,Houston,Rockets,Jabari Smith Jr.,0.9669205753596071,-2.1219512195121943,-0.24146341463414633,0.6414634146341465,2.688871794871801,5,False
Jrue Holiday,Boston,Celtics,Derrick White,0.9621035661492896,0.36991869918699116,1.1016260162601625,-1.0467479674796754,0.5373068181818113,12,False
