STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE
Trey Murphy III,New Orleans,Pelicans,Javonte Green,0.9605951636439468,-0.5196581196581196,0.07863247863247869,0.09572649572649583,1.3058943089430919,13,False
Jalen Johnson,Atlanta,Hawks,Terance Mann,0.9418333333333391,-1.3499999999999996,0.3999999999999999,1.0166666666666666,0.8751666666666722,20,False
Jrue Holiday,Boston,Celtics,Drew Peterson,0.9325396825396831,-0.8944444444444446,-0.061111111111111116,0.5833333333333334,1.3047619047619055,10,False
Jalen Brunson,New York,Knicks,Mikal Bridges,0.9138827838827819,2.587912087912091,1.593406593406593,-0.08791208791208804,-3.1795238095238147,14,False
Herbert Jones,New Orleans,Pelicans,Jordan Hawkins,0.8692224442224459,-1.0494505494505493,0.5778388278388278,0.032967032967033294,1.307867132867134,39,False
Jalen Johnson,Atlanta,Hawks,Larry Nance Jr.,0.8353036437246937,-0.1871794871794874,0.028205128205128216,1.4974358974358974,-0.5031578947368445,10,False
Trey Murphy III,New Orleans,Pelicans,Kelly Olynyk,0.8067832167832178,2.0427350427350426,0.2905982905982909,-0.9145299145299148,-0.6120202020202008,9,False
Kyle Kuzma,Milwaukee,Bucks,Brook Lopez,0.7796750524109051,-1.3039832285115303,-0.09958071278825997,-0.19287211740041954,2.376111111111115,53,False
Miles Bridges,Charlotte,Hornets,Isaiah Wong,0.7784313725490186,-0.5,-0.3999999999999999,-0.10000000000000009,1.7784313725490186,5,False
Kyrie Irving,Dallas,Mavericks,P.J. Washington,0.7644555757100324,0.3013040494166095,-0.49485243651338373,-1.8524365133836653,2.8104404761904718,31,False
Rui Hachimura,Los Angeles,Lakers,Luka Doncic,0.7586234817813695,0.3036437246963537,0.574898785425102,-0.765182186234818,0.6452631578947319,13,False
Giannis Antetokounmpo,Milwaukee,Bucks,Taurean Prince,0.7485897435897404,1.4475524475524466,0.037296037296037365,-0.35780885780885807,-0.3784498834498855,11,False
Kawhi Leonard,Los Angeles,Clippers,Nicolas Batum,0.7482922245712984,-0.8303030303030301,0.3787878787878787,0.1838383838383839,1.015968992248066,45,False
Andrew Wiggins,Miami,Heat,Tyler Herro,0.7389726441342797,-0.1044334975369452,0.5665024630541877,1.011822660098522,-0.7349189814814849,58,False
Zach LaVine,Chicago,Bulls,Julian Phillips,0.7327692307692305,-0.04722222222222161,0.0805555555555556,-0.3111111111111109,1.0105470085470074,40,False
Cameron Johnson,Brooklyn,Nets,Day'Ron Sharpe,0.732582268679834,-0.04285714285714359,0.06190476190476191,-0.9238095238095241,1.6373441734417398,10,False
Domantas Sabonis,Sacramento,Kings,Doug McDermott,0.7131954887218036,-0.3476190476190475,-0.0023809523809523864,-0.09285714285714286,1.1560526315789463,12,False
Coby White,Chicago,Bulls,Nikola Vucevic,0.7122284391279137,1.853228962818001,0.3581213307240705,-1.6868884540117417,0.1877665995975839,7,False
Herbert Jones,New Orleans,Pelicans,Kelly Olynyk,0.6905555555555574,1.75,0.6388888888888888,-3.583333333333333,1.8850000000000016,18,False
Jrue Holiday,Boston,Celtics,Jordan Walsh,0.6554166666666673,-0.7170542635658915,0.2441860465116279,0.4728682170542635,0.6554166666666674,12,False
DeMar DeRozan,Sacramento,Kings,Keon Ellis,0.6402504834151408,2.0,-0.5421686746987953,0.9060240963855422,-1.723604938271606,5,False
Kyle Kuzma,Milwaukee,Bucks,Chris Livingston,0.6349947753396019,0.2048066875653083,-0.08672936259143156,0.3469174503657262,0.16999999999999904,29,False
Fred VanVleet,Houston,Rockets,Jack McVeigh,0.6163311688311683,0.15454545454545454,-0.045454545454545456,-0.2545454545454545,0.7617857142857138,5,False
Damian Lillard,Milwaukee,Bucks,Andre Jackson Jr.,0.607501165501166,0.476923076923077,-0.03384615384615386,-0.8399999999999999,1.0044242424242427,25,False
Bradley Beal,Phoenix,Suns,Royce O'Neale,0.5949406009783367,1.0244584206848355,-0.040531097134870464,-0.38434661076170507,-0.004640111809923297,27,False
Austin Reaves,Los Angeles,Lakers,Cam Reddish,0.5736954288649225,-0.6313559322033899,0.4279661016949153,-0.5953389830508475,1.3724242424242448,8,False
Damian Lillard,Milwaukee,Bucks,Kyle Kuzma,0.5486470588235273,1.9441176470588246,0.9205882352941177,-0.34999999999999964,-1.9660588235294156,17,False
Devin Booker,Phoenix,Suns,Oso Ighodaro,0.5359102564102539,-0.4583333333333335,0.16346153846153844,0.34294871794871806,0.4878333333333309,8,False
Keyonte George,Utah,Jazz,Lauri Markkanen,0.4876831254915268,1.5603864734299542,-0.2584541062801933,-0.47826086956521774,-0.33598837209301635,9,False
Jayson Tatum,Boston,Celtics,Jordan Walsh,0.48522807017543823,-0.8478260869565217,0.050724637681159424,0.7971014492753624,0.4852280701754381,6,False
Bradley Beal,Phoenix,Suns,Grayson Allen,0.47909523809524357,1.1173469387755102,0.28163265306122476,-0.12755102040816313,-0.7923333333333282,20,False
Zach LaVine,Chicago,Bulls,Torrey Craig,0.4563333333333337,1.6333333333333335,0.2666666666666667,0.1333333333333333,-1.577,5,False
Cam Thomas,Brooklyn,Nets,Trendon Watford,0.45063888888888926,0.7892720306513414,-0.46104725415070247,-0.4393358876117497,0.56175,27,False
Trey Murphy III,New Orleans,Pelicans,Daniel Theis,0.42430740312319504,1.1740890688259111,0.12348178137651833,1.024291497975708,-1.8975549450549423,13,False
Victor Wembanyama,San Antonio,Spurs,Malaki Branham,0.409424242424242,0.08522727272727249,0.0757575757575758,0.08143939393939392,0.16699999999999982,33,False
Bilal Coulibaly,Washington,Wizards,Jonas Valanciunas,0.3678333333333328,-0.8083333333333336,-0.38749999999999996,1.0625,0.5011666666666663,5,False
Luka Doncic,Dallas,Mavericks,Jaden Hardy,0.3616227795193283,0.11912225705329149,-0.5673981191222572,-0.14576802507836994,0.955666666666664,58,False
Nikola Jokic,Denver,Nuggets,Zeke Nnaji,0.36113964686998234,0.6872659176029963,0.25280898876404495,0.07677902621722854,-0.6557142857142875,12,False
Keyonte George,Utah,Jazz,Micah Potter,0.3513874919406841,0.9574468085106385,0.6560283687943264,-0.6489361702127661,-0.6131515151515146,6,False
Nikola Vucevic,Chicago,Bulls,E.J. Liddell,0.2666666666666673,0.24166666666666659,-0.16666666666666666,0.016666666666666607,0.1750000000000007,5,False
Lauri Markkanen,Utah,Jazz,Elijah Harkless,0.2634285714285718,-1.25,-0.01785714285714285,-0.6607142857142857,2.192,14,False
Jalen Brunson,New York,Knicks,P.J. Tucker,0.21536231884057921,0.3695652173913043,0.0,-0.09420289855072464,-0.0600000000000005,12,False
Coby White,Chicago,Bulls,Josh Giddey,0.21422268907562714,-1.5142857142857142,0.11428571428571388,0.9142857142857137,0.6999369747899138,7,False
CJ McCollum,New Orleans,Pelicans,Jordan Hawkins,0.20085064935064612,-2.10952380952381,-0.33571428571428574,-0.819047619047619,3.4651363636363612,7,False
Tyrese Haliburton,Indiana,Pacers,James Johnson,0.1950904977375567,-0.14423076923076922,-0.057692307692307696,0.1423076923076923,0.25470588235294134,5,False
Victor Wembanyama,San Antonio,Spurs,De'Aaron Fox,0.17133333333333356,0.9166666666666679,-0.08333333333333304,1.8333333333333335,-2.4953333333333347,12,False
Evan Mobley,Cleveland,Cavaliers,Max Strus,0.16654006370988217,-0.1662337662337663,0.6597402597402597,-0.2389610389610386,-0.08800539083557268,7,False
Josh Hart,New York,Knicks,Tyler Kolek,0.16177905944986637,-0.2755102040816326,-0.0775510204081632,0.22244897959183674,0.29239130434782545,5,False
Joel Embiid,Philadelphia,76ers,Lester Quinones,0.15400000000000058,0.3333333333333335,0.4444444444444444,-0.11111111111111116,-0.5126666666666662,9,False
Davion Mitchell,Miami,Heat,Josh Christopher,0.1491584277791172,-0.48275862068965525,0.2915360501567398,-0.06269592476489022,0.4030769230769229,29,False
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Alex Caruso,0.135412899336953,0.0,-0.7380952380952381,-1.3214285714285714,2.1949367088607623,6,False
Malik Monk,Sacramento,Kings,Alex Len,0.1261916681566263,0.9521276595744681,-0.05585106382978722,-0.09840425531914887,-0.6716806722689057,8,False
Jaylen Brown,Boston,Celtics,Derrick White,0.10663478399489446,1.5856209150326777,0.325490196078432,0.12679738562091547,-1.9312737127371307,9,False
Andrew Wiggins,Miami,Heat,Keshad Johnson,0.10506892230576526,-0.6691729323308272,0.09022556390977443,-0.036340852130325785,0.7203571428571438,42,False
Jayson Tatum,Boston,Celtics,Xavier Tillman,0.09864008859357712,-0.019379844961240345,-0.13953488372093023,0.2906976744186046,-0.03314285714285692,6,False
Devin Vassell,San Antonio,Spurs,Charles Bassey,0.08044397759103417,-0.9313725490196076,-0.0980392156862745,-0.6106442577030813,1.7204999999999977,17,False
Luka Doncic,Dallas,Mavericks,Markieff Morris,0.07750000000000054,0.0769230769230769,0.0,-0.07692307692307693,0.07750000000000057,26,False
Brandon Ingram,New Orleans,Pelicans,Jose Alvarado,0.06247008547007882,-0.3346153846153843,0.17179487179487163,0.02051282051282044,0.20477777777777106,52,False
Bilal Coulibaly,Washington,Wizards,Marcus Smart,0.020129870129869776,-0.06363636363636349,-0.15454545454545454,0.34545454545454546,-0.10714285714285765,11,False
Donovan Mitchell,Cleveland,Cavaliers,Dean Wade,0.011666666666668934,-1.1875,-0.25,-1.7083333333333335,3.1575000000000024,9,False
Brandon Miller,Charlotte,Hornets,Moussa Diabate,-0.03398148148148161,3.4017857142857144,0.10416666666666663,-1.0476190476190474,-2.492314814814815,48,False
Devin Booker,Phoenix,Suns,Royce O'Neale,-0.03638888888888836,-1.6944444444444446,0.5,-1.1111111111111107,2.269166666666667,8,False
Paul George,Philadelphia,76ers,Caleb Martin,-0.04792790542791048,1.656593406593406,-0.2417582417582418,0.755494505494505,-2.2182575757575798,13,False
Tobias Harris,Detroit,Pistons,Jalen Duren,-0.051024096385543505,-0.7108433734939759,1.0401606425702812,-0.3353413654618471,-0.045000000000001705,6,False
Lauri Markkanen,Utah,Jazz,John Collins,-0.06712818631945439,1.4181184668989566,0.86411149825784,-0.34146341463414664,-2.007894736842104,7,False
Brandon Ingram,New Orleans,Pelicans,Jamal Cain,-0.11548199911543655,0.8436532507739938,0.07275541795665635,-0.8808049535603715,-0.15108571428571516,34,False
Tyrese Haliburton,Indiana,Pacers,Thomas Bryant,-0.14789950513894268,0.24594594594594543,-0.5027027027027027,-0.12162162162162149,0.23047887323943606,5,False
Victor Wembanyama,San Antonio,Spurs,Julian Champagnie,-0.14794285714285227,2.048571428571428,0.2885714285714287,-0.4714285714285711,-2.013657142857138,35,False
Coby White,Chicago,Bulls,Zach LaVine,-0.14815018315018857,0.3857142857142861,0.8250000000000002,0.1642857142857146,-1.5231501831501895,7,False
Jrue Holiday,Boston,Celtics,Xavier Tillman,-0.17932329834290583,-0.05499438832772163,-0.14814814814814814,-0.3108866442199775,0.3347058823529414,11,False
Devin Vassell,San Antonio,Spurs,Harrison Barnes,-0.18961538461538274,-1.996153846153847,0.19999999999999996,0.8999999999999999,0.7065384615384644,20,False
Stephen Curry,Golden State,Warriors,Moses Moody,-0.19953102453102445,0.18055555555555536,0.5959595959595958,-0.7335858585858586,-0.24246031746031704,9,False
Nikola Vucevic,Chicago,Bulls,Julian Phillips,-0.23727101845523002,-1.021103896103896,-0.1185064935064935,-0.45779220779220786,1.3601315789473674,8,False
Nikola Vucevic,Chicago,Bulls,Dalen Terry,-0.2469138943248541,-0.3698630136986303,-0.25440313111546,-0.5225048923679059,0.899857142857142,7,False
Bradley Beal,Phoenix,Suns,Oso Ighodaro,-0.2526884896422178,0.1514778325123154,-0.17733990147783263,-0.041871921182266014,-0.18495449949443454,28,False
LaMelo Ball,Charlotte,Hornets,Nick Richards,-0.25516339869280036,-1.3058823529411754,0.6764705882352942,-0.8705882352941181,1.244836601307199,10,False
Herbert Jones,New Orleans,Pelicans,Dejounte Murray,-0.3018708827404577,1.6628787878787872,-1.5075757575757578,0.7613636363636367,-1.2185375494071238,11,False
Cam Thomas,Brooklyn,Nets,Cui Yongxi,-0.3172352941176474,-0.0117647058823529,0.0,0.2235294117647059,-0.5290000000000004,5,False
Jimmy Butler,Golden State,Warriors,Kevin Knox II,-0.32819401444788476,-0.9705882352941178,-0.2647058823529412,-0.03921568627450989,0.946315789473684,6,False
De'Aaron Fox,Sacramento,Kings,Keegan Murray,-0.38833434650456544,1.0711246200607896,0.010334346504559111,-0.680243161094225,-0.7895501519756891,35,False
Malik Monk,Sacramento,Kings,Keegan Murray,-0.42079545454546796,-1.4469696969696972,0.06060606060606055,0.26325757575757613,0.7023106060605926,16,False
Kawhi Leonard,Los Angeles,Clippers,James Harden,-0.42237161973194404,1.5096486887679355,-1.753092528451261,1.4027709054923312,-1.5816986855409496,43,False
Kyrie Irving,Dallas,Mavericks,Dante Exum,-0.4444999999999977,0.9444444444444438,-0.38888888888888906,0.5277777777777777,-1.52783333333333,12,False
Andrew Wiggins,Miami,Heat,Pelle Larsson,-0.44660370163350394,0.2364532019704435,0.07931034482758614,0.018226600985221664,-0.7805938494167552,58,False
Norman Powell,Los Angeles,Clippers,Patty Mills,-0.5264311594202897,-0.253623188405797,-0.09057971014492754,-0.043478260869565216,-0.13874999999999993,12,False
Jalen Brunson,New York,Knicks,Mitchell Robinson,-0.5430387096774181,0.49462365591397806,0.27956989247311825,0.620967741935484,-1.9381999999999984,12,False
Tyrese Haliburton,Indiana,Pacers,Andrew Nembhard,-0.5889933820968318,1.3272727272727263,2.028282828282828,-0.06868686868686869,-3.8758620689655174,5,False
Jalen Johnson,Atlanta,Hawks,Bogdan Bogdanovic,-0.6028968253968292,-1.1957671957671963,0.26984126984126977,-0.8994708994708993,1.2224999999999966,7,False
Trae Young,Atlanta,Hawks,Clint Capela,-0.6321464646464585,0.9454545454545453,-0.10909090909090913,0.25454545454545574,-1.7230555555555505,5,False
Jalen Brunson,New York,Knicks,Josh Hart,-0.6659441120227019,-2.027409372236958,1.1626878868258181,-0.21485411140583466,0.4136314847942728,13,False
Luka Doncic,Los Angeles,Lakers,Jarred Vanderbilt,-0.724698766603415,-1.59375,0.125,-1.261029411764706,2.005080645161291,17,False
Jaren Jackson Jr.,Memphis,Grizzlies,Scotty Pippen Jr.,-0.7248739495798358,-0.7147058823529413,-0.7117647058823531,-0.7941176470588234,1.495714285714282,8,False
Joel Embiid,Philadelphia,76ers,Caleb Martin,-0.7457214594457164,-1.0797101449275353,0.1038647342995167,1.594202898550725,-1.364078947368423,23,False
P.J. Washington,Dallas,Mavericks,Markieff Morris,-0.8438302277432721,-0.2608695652173913,0.28985507246376807,0.20289855072463767,-1.0757142857142865,6,False
Domantas Sabonis,Sacramento,Kings,Isaac Jones,-0.8721133728002608,0.699537750385208,-0.015408320493066285,-0.21571648690292744,-1.3405263157894751,11,False
Stephen Curry,Golden State,Warriors,Kevon Looney,-0.8722959559597494,-1.7313797313797314,-0.16239316239316226,0.5470085470085468,0.47446839080459746,9,False
Kevin Durant,Phoenix,Suns,Jusuf Nurkic,-0.8790476190476215,-1.4952380952380953,-0.3666666666666666,2.0428571428571427,-1.0600000000000023,6,False
Paolo Banchero,Orlando,Magic,Anthony Black,-0.8804302061495526,-1.1339869281045747,0.6165577342047928,-0.556644880174292,0.19364386792452137,34,False
Michael Porter Jr.,Denver,Nuggets,Nikola Jokic,-0.8914572576018358,6.933333333333334,-1.6309523809523814,-2.571428571428571,-3.622409638554217,5,False
Devin Booker,Phoenix,Suns,Jusuf Nurkic,-0.9565909090909122,-0.6944444444444446,2.7944444444444443,0.04999999999999982,-3.1065909090909116,5,False
Rudy Gobert,Minnesota,Timberwolves,Mike Conley,-0.9756216931216928,0.7440476190476186,-0.3452380952380949,-0.5595238095238093,-0.8149074074074072,8,False
Victor Wembanyama,San Antonio,Spurs,Harrison Barnes,-0.9758000000000102,1.2057142857142846,-0.17714285714285705,-0.6028571428571423,-1.4015142857142955,35,False
Lauri Markkanen,Utah,Jazz,Walker Kessler,-0.9825617588932865,-0.3939393939393927,0.0625,-1.3106060606060606,0.6594836956521668,22,False
Luka Doncic,Los Angeles,Lakers,Rui Hachimura,-0.9852002648129785,-2.286991062562066,0.26812313803376364,1.0148957298907644,0.018771929824559663,53,False
Brandon Miller,Charlotte,Hornets,Cody Martin,-1.0120833333333357,1.96875,0.19791666666666652,-0.23958333333333348,-2.9391666666666687,12,False
Jaylen Brown,Boston,Celtics,Jrue Holiday,-1.0177326007325953,-1.0966810966810971,1.1702741702741704,-0.5974025974025974,-0.49392307692307114,9,False
Damian Lillard,Milwaukee,Bucks,Liam Robbins,-1.0243809523809522,-1.0416666666666667,-0.14880952380952384,-0.22023809523809523,0.38633333333333386,7,False
Malik Monk,Sacramento,Kings,Colby Jones,-1.0577352472089294,0.8947368421052632,-0.09210526315789475,-0.006578947368421018,-1.8537878787878768,8,False
Quentin Grimes,Philadelphia,76ers,Joel Embiid,-1.1426666666666598,1.3333333333333321,-0.7142857142857144,-0.42857142857142794,-1.3331428571428496,21,False
Cade Cunningham,Detroit,Pistons,Ronald Holland II,-1.1458451566673173,-0.5913621262458477,-0.34385382059800673,-0.18770764119601369,-0.022921568627449318,7,False
Luka Doncic,Los Angeles,Lakers,Jaxson Hayes,-1.2109785913234157,-1.0221043324491603,0.5154730327144119,0.12555260831122883,-0.8298998998998961,39,False
LaMelo Ball,Charlotte,Hornets,Mark Williams,-1.213930254930258,0.31216931216931165,-0.2328042328042328,0.7566137566137563,-2.049909090909093,21,False
Victor Wembanyama,San Antonio,Spurs,David Duke Jr.,-1.235833333333332,0.8194444444444444,-0.2777777777777778,-0.16666666666666669,-1.610833333333332,9,False
Tobias Harris,Detroit,Pistons,Cade Cunningham,-1.272704678362583,0.23456790123456628,0.6419753086419746,0.6345679012345684,-2.7838157894736923,5,False
LeBron James,Los Angeles,Lakers,Luka Doncic,-1.328796296296292,-2.4666666666666686,-0.9629629629629628,1.0296296296296301,1.0712037037037092,5,False
De'Aaron Fox,San Antonio,Spurs,Bismack Biyombo,-1.3744047619047617,-1.666666666666667,-0.19999999999999996,-0.3333333333333339,0.8255952380952394,15,False
Jalen Brunson,New York,Knicks,Anton Watson,-1.399560439560439,0.17582417582417587,0.15384615384615385,0.23076923076923078,-1.9599999999999995,13,False
RJ Barrett,Toronto,Raptors,Gradey Dick,-1.4027898550724562,0.530448717948719,-1.2099358974358974,0.2548076923076925,-0.9781103678929703,13,False
De'Aaron Fox,Sacramento,Kings,Skal Labissiere,-1.4550000000000003,0.19999999999999996,-0.2,0.19999999999999996,-1.6550000000000002,5,False
Domantas Sabonis,Sacramento,Kings,Skal Labissiere,-1.4550000000000003,0.19999999999999996,-0.2,0.19999999999999996,-1.6550000000000002,5,False
Jayson Tatum,Boston,Celtics,JD Davison,-1.4892731829573929,-0.9894736842105263,-0.05789473684210533,0.30000000000000004,-0.7419047619047614,5,False
Rudy Gobert,Minnesota,Timberwolves,Tristen Newton,-1.494285714285714,0.0,-0.14285714285714285,-0.5714285714285714,-0.7799999999999998,5,False
Desmond Bane,Memphis,Grizzlies,Colin Castleton,-1.5586111111111103,0.7777777777777779,0.0,0.6111111111111112,-2.9474999999999993,9,False
